epoch,acc,loss,val_acc,val_loss
0,0.7165549411920462,0.1875659911794193,0.756625,0.1683590452671051
1,0.7802191066704871,0.15458087171247673,0.784825,0.15167851934432983
2,0.8138367539152269,0.13515136275507345,0.810075,0.13805957348942757
3,0.8354506332555587,0.12204782362119596,0.823425,0.1327093020439148
4,0.8512610246929759,0.11216728580246983,0.82985,0.12659945545196533
5,0.8631099468985204,0.10431027427061612,0.839725,0.12334430496692657
6,0.872145838842412,0.09818064701834199,0.84775,0.11782853862047195
7,0.8793106785436966,0.093366664263382,0.84615,0.11937832980751992
8,0.8853174014321861,0.08902813196683144,0.8509,0.11668462218642235
9,0.8900821327391713,0.08544120062800094,0.8541,0.11469410685300827
10,0.8947081481106838,0.08212701738326608,0.856775,0.11299640578627586
11,0.8982244359395765,0.07958980334060012,0.8569,0.1127021864414215
12,0.90131489808948,0.0771664915444971,0.8599,0.11076480411291123
13,0.9034117669845633,0.07552309566804405,0.858725,0.11192648946046829
14,0.905298948982101,0.07364322547719569,0.85955,0.1103772784948349
15,0.9076732497600511,0.07191337859955137,0.8622,0.11114540046155452
16,0.9085474827864688,0.07079101988372596,0.86025,0.11208962539434433
17,0.9104056312224398,0.06943674699978743,0.86135,0.11072352661490441
18,0.9113766428138198,0.06837255477158835,0.86125,0.11252322842478753
19,0.9123089429849064,0.06740200116109028,0.861475,0.11306458453536034
20,0.9130122005483007,0.06643497123224551,0.85985,0.1143700882524252
21,0.9139767602411696,0.06557023731594791,0.858475,0.11486364712119103
22,0.9148026039893363,0.06481043589914035,0.855925,0.1146739249765873
23,0.9154090829912294,0.06377207263241323,0.86055,0.11334753702878952
24,0.9158607162904131,0.06340149540021059,0.85315,0.11753386524915695
