epoch,acc,loss,val_acc,val_loss
0,0.70225,0.20843996858596803,0.728,0.1966139454841614
1,0.70975,0.20173723006248473,0.734,0.19451882731914522
2,0.71475,0.19342700850963593,0.732,0.19765726435184477
3,0.73025,0.1828367954492569,0.6919999976158142,0.20831331133842468
4,0.762,0.17084074473381042,0.7240000019073486,0.2035351904630661
5,0.77825,0.1575811698436737,0.7099999976158142,0.2148855814933777
6,0.80025,0.1455409152507782,0.7019999976158142,0.21635241627693177
7,0.82175,0.13507394534349443,0.630000002861023,0.259887505531311
8,0.83575,0.12127934110164643,0.6359999995231629,0.2509267110824585
9,0.85625,0.10930663841962815,0.6260000014305115,0.26601062297821043
10,0.869,0.09959563308954239,0.632000002861023,0.2756533308029175
11,0.89325,0.08609134393930436,0.6580000009536743,0.2730350832939148
12,0.8925,0.08477210845053196,0.6820000009536743,0.2608593325614929
13,0.909,0.07234610399603844,0.5779999980926513,0.3393535017967224
14,0.90975,0.0733401115834713,0.6639999995231628,0.27787085604667666
15,0.923,0.06355224114656448,0.6279999980926514,0.30966270589828493
16,0.92975,0.059825300008058545,0.6100000009536743,0.3301265399456024
17,0.92825,0.058181783765554426,0.6179999995231629,0.32566232228279113
18,0.93825,0.052225220400840044,0.6159999980926514,0.32596448159217833
19,0.94325,0.0496082204580307,0.6099999980926514,0.3367279088497162
20,0.9415,0.050232169687747956,0.6139999980926514,0.325348019361496
21,0.94575,0.04620466312766075,0.6139999995231629,0.3406546983718872
22,0.94475,0.0472092032507062,0.6499999995231629,0.3077361989021301
23,0.9475,0.0460356961786747,0.6360000023841857,0.3215214641094208
24,0.9475,0.045237123407423495,0.5820000014305114,0.36843364310264587
