epoch,acc,loss,val_acc,val_loss
0,0.7291845438165696,0.18092254430314622,0.7745,0.15889219024181367
1,0.8045331079483488,0.14095268659339077,0.807425,0.1390617051243782
2,0.8375862135690126,0.121089465501357,0.83155,0.12738676542043686
3,0.8574645306566078,0.10846635585794688,0.8385,0.12194526609182357
4,0.870497377298603,0.09983458070150225,0.846725,0.11941166823506355
5,0.8796010142405064,0.09334421143247537,0.85025,0.11706039192676544
6,0.886201312317715,0.08828423742456577,0.8552,0.11465984472632408
7,0.8921919054381989,0.08399695662912553,0.85545,0.11391848921775818
8,0.8956630299436723,0.0811696972294398,0.85715,0.11337491025328636
9,0.8994373939479771,0.07797257880182092,0.8576,0.11322586629986763
10,0.9030020710620429,0.07526923282972896,0.855075,0.11549678092002869
11,0.9048473156825325,0.07354213974121877,0.86085,0.11258468294143677
12,0.9071829050348055,0.0716286022741852,0.855325,0.11543840283155442
13,0.9086410354019834,0.0701883740200944,0.854525,0.11550457208156585
14,0.9105862845391905,0.06851925568891916,0.858875,0.11376513813734054
15,0.9115605220884788,0.06729243277628921,0.85565,0.11745004452466964
16,0.9128347731836897,0.06611466176045147,0.854925,0.11751938720345498
17,0.9134380262342119,0.06521661026279779,0.85415,0.11635758818387985
18,0.9144090378244383,0.0641708532918691,0.851425,0.11974125349521637
19,0.9149219642188926,0.0634459112872254,0.8515,0.11839390389919281
20,0.9152606891931843,0.06262331021893995,0.850825,0.11965833800435066
21,0.9164220319600419,0.06169159186602979,0.8476,0.12120145707726479
22,0.916912376684903,0.06094848906704703,0.8498,0.1218548813700676
23,0.9169156026405038,0.06015339587726819,0.848975,0.12058606529831886
24,0.9178640325661362,0.059343093388752106,0.85825,0.11819914675354957
