epoch,acc,loss,val_acc,val_loss
0,0.7250981361003596,0.1824682380710093,0.743475,0.17365181260108947
1,0.7571357984023718,0.16515571445614446,0.75575,0.16617960909605026
2,0.7761096928271433,0.15414005692340793,0.765175,0.1621789899945259
3,0.7932224326772627,0.14422062092567733,0.772075,0.15997418230772018
4,0.8091328337313679,0.13481903617536964,0.77675,0.1587134025335312
5,0.8251173515605699,0.1257745829257893,0.772925,0.15936153600215913
6,0.8390595404759944,0.11746164093858553,0.770975,0.16145246826410295
7,0.8521452688791896,0.10937153999800875,0.78325,0.15957047201395036
8,0.8639490515797853,0.10205651368333188,0.780325,0.1607609554052353
9,0.875050097449834,0.09520751919695354,0.78255,0.16248983024358749
10,0.8843860660462818,0.08890513562498627,0.7801,0.16777142840623854
11,0.8937385050371957,0.0829966554537162,0.7753,0.17134557064771652
12,0.9009909687337012,0.07821066973041116,0.77965,0.17135779217481614
13,0.9077410853989953,0.07370261243591074,0.78075,0.17401259338855743
14,0.9130692580087293,0.06979343636249229,0.780325,0.1748531601667404
15,0.9189958549507261,0.0660308895155816,0.78525,0.17478667687177657
16,0.923434626259299,0.06301174774409146,0.779425,0.18134953739643098
17,0.9268467429794943,0.060516599694851826,0.7769,0.18310304000377656
18,0.9300172939141892,0.058074004568932476,0.78545,0.17964418457746506
19,0.9332811770841911,0.05601178037634575,0.7777,0.18514241273403167
20,0.9358258530291801,0.054286570774490346,0.786075,0.18191869423389434
21,0.9379615141782646,0.052693138855619825,0.786975,0.18159829235076905
22,0.9401520766422355,0.051110532433037405,0.7906,0.18002087128162383
23,0.9415493151060967,0.04978364106780686,0.788825,0.18107049845457077
24,0.9435504680337095,0.04869719451118891,0.7881,0.18207105131149293
