epoch,acc,loss,val_acc,val_loss
0,0.7111428572109767,0.2068207222904478,0.696,0.20969397270679474
1,0.7157142858505249,0.20109804008688245,0.696,0.20734034180641175
2,0.7182857145581927,0.1969544232743127,0.698,0.20689457321166993
3,0.7274285712923323,0.19081982445716858,0.6080000009536743,0.23317959856987
4,0.7220000002043587,0.19200246705327714,0.696,0.2065094336271286
5,0.7385714285033089,0.17934909956795828,0.6979999990463257,0.20785566926002502
6,0.7437142857824053,0.17492046752997806,0.6930000009536743,0.20850443744659425
7,0.7502857144900731,0.17062707350935255,0.7020000004768372,0.21245837807655335
8,0.763999999659402,0.1656154111453465,0.6870000004768372,0.21516750025749207
9,0.7688571428571429,0.1639819881575448,0.6980000009536743,0.21045241165161133
10,0.7805714287757873,0.15825899430683682,0.6660000004768372,0.22821500134468078
11,0.7885714284351893,0.1566399665049144,0.7019999995231628,0.21039897418022155
12,0.8008571428571428,0.14747827182497297,0.712,0.215681645154953
13,0.804571428843907,0.14383566858087268,0.6490000004768371,0.24241170263290404
14,0.8028571426527841,0.14251583102771215,0.697,0.2274409773349762
15,0.8171428568022592,0.1352411681839398,0.6970000009536743,0.23234906697273255
16,0.8288571430615016,0.13045838388374872,0.679,0.23165696823596954
17,0.8319999997275216,0.12579760674067905,0.6750000009536743,0.23839791309833527
18,0.8474285716329302,0.12028339162894658,0.667,0.25936556339263916
19,0.8337142857142857,0.12672325319903238,0.6370000004768371,0.2582755982875824
20,0.8505714284351894,0.1157357937693596,0.6779999995231628,0.24309864342212678
21,0.8677142856461662,0.1052293301309858,0.6680000004768372,0.2559032590389252
22,0.8725714289120265,0.10230055027348654,0.6820000004768372,0.2556465617418289
23,0.8742857144219535,0.09856681864602225,0.6879999990463257,0.26596719431877136
24,0.8811428568022591,0.09688560601643154,0.6780000009536743,0.2722930155992508
