epoch,acc,loss,val_acc,val_loss
0,0.7037142859867641,0.21153820778642382,0.7310000004768371,0.199310955286026
1,0.7059999998637608,0.20513554630960737,0.7320000004768371,0.19459626972675323
2,0.7057142858505249,0.20009326120785303,0.7069999995231628,0.1988375769853592
3,0.7128571425846645,0.19606055332933153,0.7350000004768371,0.1879195090532303
4,0.7222857143538339,0.18925965850693838,0.735,0.19037885963916779
5,0.7311428568022592,0.18081374515805926,0.7349999990463257,0.1905936105251312
6,0.7405714287757873,0.17598031542982373,0.726,0.19238318085670472
7,0.7651428568703788,0.16441965132100242,0.716,0.20308940434455872
8,0.7682857142857142,0.1598523529086794,0.6969999995231628,0.21230219626426697
9,0.782,0.1517351266997201,0.7179999995231628,0.2076046826839447
10,0.7991428568703788,0.14662747550010682,0.6870000009536743,0.23188603925704956
11,0.8094285717010498,0.13854676353931428,0.7050000004768372,0.2210129851102829
12,0.8154285710879735,0.13422481834888458,0.703,0.22912984681129456
13,0.8305714287076678,0.12420610470431191,0.6850000009536743,0.24264791059494017
14,0.8437142854418074,0.12111502018996648,0.694,0.23582237291336058
15,0.8437142860548836,0.11541786302839006,0.6510000004768371,0.2702618696689606
16,0.8531428568022592,0.10946481370925903,0.6909999995231628,0.2589628825187683
17,0.8539999997275216,0.10601291671821049,0.6889999990463257,0.24740872049331666
18,0.8725714282308306,0.09759909325838088,0.6809999995231628,0.26123839378356933
19,0.8837142855780465,0.09138551386765072,0.6849999990463257,0.26792837023735044
20,0.8871428572790964,0.08602930791888919,0.669,0.2792714946269989
21,0.8857142853736878,0.08475040873459408,0.67,0.27247395515441897
22,0.9005714287757873,0.07713382353101458,0.6399999995231629,0.30134640884399416
23,0.9031428574834551,0.07727740333761488,0.6810000004768372,0.2764220018386841
24,0.9065714287076677,0.07592923783404487,0.6690000004768372,0.2895345394611359
